evaluation,fitness,best_fitness,measured_fitness,best_measured_fitness,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
125,25661506.53,243031.6017,25661296.65,242821.7217,3.1689,0.18484,-3.6366,-4.7645,-2.1888,4.3338,-3.6521,-1.1764,-0.89493,-2.5566
141,24739459.5,243031.6017,24739249.62,242821.7217,-0.59992,4.7645,-2.4946,4.0821,-0.053232,2.9976,-1.006,0.39222,-3.5831,-2.3176
158,7442632.15,243031.6017,7442422.27,242821.7217,-1.3771,3.1242,2.0617,-4.4572,-4.4258,1.9499,2.8172,1.4282,4.7013,2.7741
177,1867463.617,243031.6017,1867253.737,242821.7217,-4.9949,-0.27093,3.422,0.11189,-4.4704,-3.06,-1.1993,-4.0812,-0.20945,3.5345
199,6502630.602,243031.6017,6502420.722,242821.7217,-0.57928,-0.3671,1.9353,1.9208,2.2021,-1.9376,-3.5486,4.1094,3.8793,2.3265
223,2203380.248,243031.6017,2203170.368,242821.7217,2.8348,2.9775,-3.3411,3.7551,3.7046,-0.35442,2.8346,-1.5232,-1.3518,4.0824
251,3154241.166,243031.6017,3154031.286,242821.7217,-3.5838,1.5048,-0.89511,1.5883,-2.1684,1.6978,0.99763,0.38513,-4.7598,2.0955
281,33444576.04,243031.6017,33444366.16,242821.7217,3.4285,1.5291,1.9599,-4.0103,-2.4466,2.3919,0.12792,-0.19807,4.9806,-2.5453
316,7460223.992,243031.6017,7460014.112,242821.7217,1.8477,-0.17743,-1.6896,2.3666,-0.11919,-3.1834,-0.57302,-1.41,4.0342,3.7736
354,38500568.65,243031.6017,38500358.77,242821.7217,4.6279,-0.96542,-4.2286,-1.0078,3.5545,-4.0094,-3.6138,-1.8095,-4.4887,-3.7154
398,24541428.07,243031.6017,24541218.19,242821.7217,2.9904,-1.0087,-1.731,-0.35561,-4.7742,3.6075,1.1298,1.1517,2.8051,-2.0315
446,2094733.23,243031.6017,2094523.35,242821.7217,1.0532,-1.7383,1.6332,2.8584,1.5976,-4.9476,-4.3867,-1.6806,-0.35045,1.4958
501,2053664.203,243031.6017,2053454.323,242821.7217,-3.9905,-1.2412,-2.2759,4.7675,3.4134,-4.2538,1.3785,-3.0582,-3.3103,1.8037
562,52014002.95,243031.6017,52013793.07,242821.7217,4.1505,4.4502,1.1889,0.91004,-2.1742,-4.6956,1.3602,0.38622,-1.922,-4.9536
630,58652819.38,162704.7701,58652609.5,162494.8901,-3.1055,3.9295,3.5734,-3.6613,-3.2038,-4.4627,-4.3771,-0.38065,4.6169,-4.9129
707,7703500.511,137267.6296,7703290.631,137057.7496,1.5068,2.3538,-4.6585,-2.307,-0.9944,-0.94782,-2.601,-1.6434,-2.1897,-0.13528
794,2024546.398,137267.6296,2024336.518,137057.7496,-2.0622,0.37504,-4.1321,-2.6318,0.49065,3.2144,-4.6291,-3.946,-3.0677,2.8109
891,3825792.331,137267.6296,3825582.451,137057.7496,-0.84131,0.026415,-0.072683,2.8652,-3.1964,-3.3488,-3.2721,-1.3426,-2.7767,1.0972
1000,20695900.22,137267.6296,20695690.34,137057.7496,3.6192,-4.0324,4.7763,3.4078,-0.094456,-3.8016,1.985,-4.6598,3.4632,-1.281
1122,8588169.746,137267.6296,8587959.866,137057.7496,-3.3575,4.7591,0.97295,-4.3782,-0.10782,-0.74935,2.902,-3.8243,1.6321,4.9539
1258,36596973.04,137267.6296,36596763.16,137057.7496,0.92422,-4.7787,3.9485,-1.0219,-0.95127,2.8453,3.5398,-0.90912,-3.8793,-3.6641
1412,7452688.322,137267.6296,7452478.442,137057.7496,4.5793,-0.64452,-4.582,-0.75064,3.4445,0.43034,-1.249,-3.1528,4.5672,2.5154
1584,13745739.51,137267.6296,13745529.63,137057.7496,0.34842,-3.6872,-1.8908,2.2053,0.72123,2.1596,4.799,-2.9379,-4.1616,-0.80116
1778,2255615.24,137267.6296,2255405.36,137057.7496,-2.8029,-2.8128,-2.7478,-2.0022,-1.112,3.0294,3.89,4.7714,1.0736,2.4448
1995,21612843.31,137267.6296,21612633.43,137057.7496,-3.5347,-3.2666,-3.5803,-0.40121,-3.5291,-4.9109,-4.0011,-0.53298,2.6797,-1.6446
2238,10974797.17,82637.60899,10974587.29,82427.72899,-1.5935,4.7226,4.8735,-0.69598,-3.3418,4.9329,0.91814,2.8724,3.5953,0.11686
2511,47393813.93,82637.60899,47393604.05,82427.72899,-0.13551,-1.783,4.8295,-0.36796,-0.88324,-0.34767,-1.8103,-3.0873,-3.2908,-4.5611
2818,5852741.833,82637.60899,5852531.953,82427.72899,4.9306,0.97931,3.506,4.2795,-3.4583,-4.1047,-1.3704,-3.6967,3.7385,2.7888
3162,40434736.78,82637.60899,40434526.9,82427.72899,2.274,-4.7768,-2.1727,1.1905,3.2813,3.9082,3.6394,-2.6111,-3.0296,-4.0571
3548,12134332.33,82637.60899,12134122.45,82427.72899,3.6976,-2.7734,3.0874,4.8697,-4.8044,-2.0745,1.7057,4.9262,3.7069,4.9145
3981,4927107.906,82637.60899,4926898.026,82427.72899,-4.9338,-3.4345,-2.2287,2.3813,2.2653,-2.0433,-1.3075,-2.7318,-4.6338,1.3626
4466,6859425.894,82637.60899,6859216.014,82427.72899,3.7151,3.5545,4.6066,1.0139,-2.7496,-1.5914,-3.9863,-1.0347,1.6117,0.39093
5011,25740234.55,82637.60899,25740024.67,82427.72899,4.8095,-3.8763,3.5355,2.8564,1.0091,-1.5814,-4.5605,-0.37205,4.4014,-1.7401
5623,30924066.03,82637.60899,30923856.15,82427.72899,4.9722,1.8966,-0.31782,4.3803,0.076555,-4.3702,-3.3896,1.67,4.681,-2.2913
6309,2580281.445,82637.60899,2580071.565,82427.72899,-3.455,1.3628,0.96743,0.29596,4.9597,0.18646,-2.7797,-3.5427,-3.9717,2.9201
7079,15017359.71,82637.60899,15017149.83,82427.72899,1.4674,4.546,4.1152,3.8952,-4.1963,-1.3308,3.1465,0.82364,4.9011,-0.12516
7943,2733838.235,82637.60899,2733628.355,82427.72899,3.9895,-1.7852,3.363,0.13426,-3.9732,-3.3716,-1.0015,-4.5351,-3.1842,1.7233
8912,7418060.88,64495.45197,7417851.0,64285.57197,4.3346,-2.9612,-2.5877,-2.4073,-4.0561,-4.8123,4.8242,-4.8875,3.3338,1.3258
10000,2775357.277,64495.45197,2775147.397,64285.57197,-4.2194,1.5978,3.039,-3.0177,-0.20658,3.7739,0.87181,-4.6064,-4.0023,2.2896
11220,47293597.88,64495.45197,47293388.0,64285.57197,4.4053,4.2639,-1.7114,-2.0914,-0.94881,4.0781,4.4579,-0.38025,2.6459,-4.4497
12589,4857790.405,64495.45197,4857580.525,64285.57197,0.70032,4.9732,-4.4528,-4.6684,-2.5376,4.835,-1.5108,-0.93378,2.4233,1.2795
14125,1570019.146,64495.45197,1569809.266,64285.57197,-1.6654,1.2107,-4.2286,0.95365,3.319,-3.7679,0.14102,3.1771,-0.84672,1.6188
15848,10861535.14,64495.45197,10861325.26,64285.57197,1.3317,0.69908,2.5222,2.4095,-2.4437,-1.6569,2.8572,2.4685,4.9039,4.3263
17782,33437590.5,64495.45197,33437380.62,64285.57197,2.6014,-4.5431,4.8584,0.72083,-1.2916,1.7503,1.6431,-3.9441,-4.444,-3.1777
19952,21320476.16,64495.45197,21320266.28,64285.57197,0.58465,2.7298,-1.7325,0.24804,-4.8787,-2.6485,-1.7921,0.28474,-2.8195,-1.9314
22387,35168137.53,60614.2451,35167927.65,60404.3651,-3.1261,-2.3534,4.6448,-3.3661,-2.4889,2.2416,4.6809,-2.7938,0.44069,-3.5968
25118,15952408.11,60614.2451,15952198.23,60404.3651,-4.4169,3.2984,4.7519,-0.82271,1.933,1.3414,-0.77931,-4.5046,-1.1352,-1.2544
28183,11269055.32,60614.2451,11268845.44,60404.3651,-1.138,-1.752,0.50412,0.50269,1.9232,-4.2079,-2.3383,-3.4792,4.2112,0.4711
31622,7865242.328,60614.2451,7865032.448,60404.3651,2.7514,-1.1728,3.6695,-1.5792,1.7763,3.7949,4.8182,4.0457,-2.7416,0.0019077
35481,18376806.58,60614.2451,18376596.7,60404.3651,-0.16647,2.9256,-3.26,1.6391,-3.3659,3.8351,1.0242,-3.5289,-4.6628,-1.2727
39810,27360069.11,60614.2451,27359859.23,60404.3651,2.0535,4.0687,-3.3156,0.1481,-1.2145,0.81007,0.034822,-3.8035,1.6047,-2.5237
44668,7244914.978,60614.2451,7244705.098,60404.3651,2.8586,-4.8713,2.741,-2.0495,-2.8412,-0.18093,-2.0736,3.5926,1.5559,0.38038
50118,4147055.189,29506.25303,4146845.309,29296.37303,2.9116,-3.1526,2.8316,0.74051,2.4163,2.9888,-3.03,-4.9822,-4.5946,2.1418
56234,43504772.15,29506.25303,43504562.27,29296.37303,-1.0922,-0.98834,4.6914,2.0783,1.9823,1.4274,0.188,1.7359,-4.0529,-4.2422
63095,2644683.323,29506.25303,2644473.443,29296.37303,3.4965,-4.9116,-4.0081,-2.5882,-0.049889,2.7162,2.569,-0.45081,-3.8638,1.5698
70794,30335034.25,29506.25303,30334824.37,29296.37303,0.49571,-3.2392,0.64708,-4.0781,-2.7366,1.6306,-2.6975,-4.1462,0.021692,-3.0143
79432,6501118.341,29506.25303,6500908.461,29296.37303,1.3728,-1.9949,-0.76986,-3.8462,-0.26616,0.50269,-2.3001,-1.7713,-0.24577,0.075284
89125,6021702.436,29506.25303,6021492.556,29296.37303,-3.5722,-0.31789,0.49245,-3.907,-3.9999,-0.70688,0.78577,2.5761,-2.3157,4.7938
100000,3753929.49,29506.25303,3753719.61,29296.37303,-0.63638,-3.3541,-4.3046,-2.9899,2.9354,1.4216,-2.6338,-3.2233,-1.1728,4.4545
112201,4856622.017,29506.25303,4856412.137,29296.37303,1.6459,3.215,-1.6271,-3.3714,4.1216,-0.43046,-1.5327,0.81692,1.7778,1.0413
125892,902769.5617,29506.25303,902559.6817,29296.37303,4.5353,4.1726,-4.4505,1.1759,-0.84958,2.7286,-1.0063,1.4937,-0.70882,1.7442
141253,3546885.01,29506.25303,3546675.13,29296.37303,-0.20912,-4.0329,1.1151,-2.3673,0.21965,0.82573,-3.1353,4.7439,-3.2929,1.5405
158489,5686323.117,29506.25303,5686113.237,29296.37303,-2.1552,3.4505,-1.9195,0.99414,2.833,-3.1288,-0.43259,4.111,1.0905,4.5451
177827,13385550.0,29506.25303,13385340.12,29296.37303,-3.4642,3.2825,3.0311,-0.28473,-3.7075,-0.21028,4.9603,2.7328,-0.35072,-0.98255
199526,10415037.51,19329.08473,10414827.63,19119.20473,-4.7612,-3.8877,-1.5507,-1.3296,-2.2304,-2.4937,-4.2001,1.7168,4.362,0.80971
223872,37963985.72,19329.08473,37963775.84,19119.20473,-4.6017,-0.23141,-1.0401,-4.614,-1.7892,2.2348,4.4229,-4.9487,0.19542,-3.8007
251188,5449700.254,19329.08473,5449490.374,19119.20473,3.8934,-1.2826,-3.0515,0.23181,0.84876,1.0577,0.86724,-2.2923,3.7684,3.0313
281838,58817246.4,19329.08473,58817036.52,19119.20473,2.6387,4.8949,0.96876,2.7947,-3.257,-2.212,2.9002,2.9003,4.3761,-4.9675
316227,1442059.354,19329.08473,1441849.474,19119.20473,-1.5157,-1.3169,3.569,-3.2498,0.89016,-4.9042,-4.8966,-2.322,0.0020395,1.9935
354813,11271405.17,19329.08473,11271195.29,19119.20473,-1.0609,2.3068,3.7973,-0.74445,1.9155,-2.7787,-2.3513,4.2242,2.4592,-0.21854
398107,4850056.636,19329.08473,4849846.756,19119.20473,-2.8366,1.575,-4.8915,4.4612,4.5007,1.3129,-2.0095,-1.1157,1.7199,1.0421
446683,52641305.44,14420.44537,52641095.56,14210.56537,4.3299,1.2455,2.0967,4.7466,-4.3572,-4.7643,4.9768,-4.8575,2.0262,-4.8045
501187,37845924.63,14420.44537,37845714.75,14210.56537,4.5909,4.74,2.3133,2.1779,2.6981,2.7067,4.6231,-0.79702,3.0431,-3.5689
562341,34868090.83,14420.44537,34867880.95,14210.56537,1.5924,-3.8814,3.7125,-3.6605,-4.0212,3.3388,-3.4893,2.3987,-3.7155,-3.4467
630957,13564077.78,14420.44537,13563867.9,14210.56537,3.4353,-3.7743,1.3971,-4.6898,-2.7562,4.2043,-2.2451,-4.1726,-2.4917,-0.889
707945,3007085.231,14420.44537,3006875.351,14210.56537,-0.158,-0.43055,4.8804,-1.6011,-2.3104,3.1404,-0.60216,-3.117,-2.0151,1.2028
794328,5216554.708,14420.44537,5216344.828,14210.56537,-0.82944,-4.5754,-2.4418,-4.4975,2.8788,0.50706,-3.4918,3.7324,0.44704,4.5752
891250,2998856.295,14420.44537,2998646.415,14210.56537,-0.16767,0.6981,3.3163,-3.7498,-0.012274,0.37958,2.0148,3.9201,-1.5607,1.2486
1000000,6539853.46,14420.44537,6539643.58,14210.56537,-0.96742,-4.5931,-4.7016,-4.6819,4.0376,3.2706,-1.3703,3.7756,3.844,3.3956
1122018,33308832.23,14420.44537,33308622.35,14210.56537,-1.4113,2.9084,1.5972,-4.8834,-4.0991,4.3091,0.1876,-2.6111,2.0852,-3.2328
1258925,3487683.97,14420.44537,3487474.09,14210.56537,-2.0617,3.5215,1.6307,-4.4809,-1.6215,3.2146,0.98803,1.8501,-4.8703,2.1132
1412537,38680906.1,7862.14683,38680696.22,7652.26683,2.023,-2.9705,1.9313,1.7244,-3.815,4.1879,-1.8744,2.8428,3.8493,-3.452
1584893,16474349.13,7862.14683,16474139.25,7652.26683,-3.1352,-1.2462,1.5981,-1.1918,2.6149,0.22193,-1.0696,-4.9108,-2.7679,-1.2131
1778279,3959389.821,7862.14683,3959179.941,7652.26683,4.5497,0.036356,3.6674,4.32,-0.57526,-3.239,3.3514,-0.15734,2.9673,3.1271
1995262,818355.1929,7862.14683,818145.3129,7652.26683,-1.9345,1.6378,-3.9591,-4.8867,4.3981,-4.8323,3.7328,-0.99844,-2.5998,2.8748
2238721,3405362.754,7862.14683,3405152.874,7652.26683,-0.91313,0.31915,-4.1206,3.193,-1.1173,4.0534,0.12933,0.4616,-3.27,1.2027
2511886,43057338.91,7862.14683,43057129.03,7652.26683,0.14152,1.0295,-2.0985,2.3345,0.58531,4.596,-3.8685,-1.3786,2.6956,-4.0784
2818382,46490973.54,7862.14683,46490763.66,7652.26683,0.60895,-3.6365,-4.6875,4.0355,1.6622,-0.81414,0.26059,3.8329,1.1164,-4.4695
3162277,3319345.51,7862.14683,3319135.63,7652.26683,-4.0896,4.3965,-0.85256,4.7066,1.839,-1.7177,3.7543,-1.5531,1.2248,1.3567
3548133,26444217.81,7862.14683,26444007.93,7652.26683,2.8568,3.1143,-1.7288,2.1757,-0.43856,-1.6657,-2.1214,4.3142,-1.6558,-2.5552
3981071,12630988.59,7862.14683,12630778.71,7652.26683,-2.3626,-0.92188,4.9933,-3.6271,-3.6294,3.9316,-4.4653,-4.4875,0.85142,-0.68007
4466835,13076917.53,5147.538209,13076707.65,4937.658209,-4.4646,-1.6688,-1.082,-3.4783,1.4948,4.6982,2.4599,-1.7878,1.6106,-0.78034
5011872,2346158.121,5147.538209,2345948.241,4937.658209,2.7617,-1.6266,1.6581,-1.152,-2.2146,-3.598,-0.8218,-3.1099,-3.5879,3.3792
5623413,3775128.926,5147.538209,3774919.046,4937.658209,3.5792,1.4286,-1.5066,2.054,-1.7024,-1.9146,-2.7665,-3.533,-2.9127,4.1876
6309573,5087874.201,5147.538209,5087664.321,4937.658209,2.3084,-3.1607,-2.0944,-1.857,3.0218,-2.2237,-1.6508,-2.8054,-2.9023,0.70584
7079457,30372081.42,5147.538209,30371871.54,4937.658209,0.3576,-2.4098,-4.5241,1.4602,-2.7149,-4.0949,-3.917,-0.60915,4.1835,-2.4002
7943282,14366284.39,5147.538209,14366074.51,4937.658209,4.4664,0.86948,1.1696,-2.5853,0.923,3.8569,2.2452,1.0709,-1.7981,-1.1601
8912509,20801415.55,5147.538209,20801205.67,4937.658209,-2.4789,-0.20781,1.0844,4.1926,-2.0148,-0.69132,0.099353,-2.65,1.8716,-1.7057
10000000,13851924.55,5147.538209,13851714.67,4937.658209,3.3782,-4.6906,-0.59547,-3.4686,3.5194,2.6466,0.87804,-3.3823,4.0049,-0.27624
1,8865833.908,8865833.908,8865741.818,8865741.818,2.6272,-4.5023,3.317,1.143,1.8711,-2.0789,-3.3243,1.3909,-4.6558,-0.072113
2,2569500.141,2569500.141,2569408.051,2569408.051,-2.2613,-3.9062,-3.028,-0.26778,-2.34,-2.1438,-1.8834,-0.4724,-0.78376,3.14
3,3802358.58,2569500.141,3802266.49,2569408.051,0.97173,-2.4056,3.4494,-4.6237,-0.87419,1.9687,3.0229,-4.9961,3.5864,2.0278
4,4942464.964,2569500.141,4942372.874,2569408.051,-0.27239,1.2137,2.5255,-1.9554,-2.6433,-0.60336,0.96576,-0.96755,-4.2125,1.31
5,3087619.319,2569500.141,3087527.229,2569408.051,3.9603,-1.4738,2.4038,-4.0677,3.2584,-4.9363,-1.2114,-3.625,-0.40867,3.0048
6,10204942.05,2569500.141,10204849.96,2569408.051,4.515,-4.4369,-4.4008,2.9644,-4.0607,-0.27495,-0.066898,3.9622,-0.27109,-1.4805
7,4552481.658,2569500.141,4552389.568,2569408.051,0.99,4.4565,4.7332,-1.4845,-2.4988,-2.9101,2.9122,3.4669,1.1223,3.6997
8,3498493.673,2569500.141,3498401.583,2569408.051,-0.22309,0.082685,-2.7741,-2.8193,1.015,-4.5157,-2.7556,4.8036,-3.1406,1.8357
10,3074264.184,2569500.141,3074172.094,2569408.051,2.7914,-1.7097,2.3181,2.5245,1.8058,4.8193,4.6144,-0.28203,3.2862,0.73676
11,2489469.455,2489469.455,2489377.365,2489377.365,-1.5823,-1.9369,-4.1806,0.64358,0.24377,1.8345,1.1279,2.4882,1.6381,2.9873
12,2084966.1,2084966.1,2084874.01,2084874.01,-0.67612,-0.55358,4.3617,-3.2774,-2.146,3.7004,-4.9393,0.9867,-2.0278,2.361
14,2210380.099,2084966.1,2210288.009,2084874.01,-1.3607,0.59277,-2.6651,-0.54123,-3.7636,2.5787,-3.7068,2.3643,0.066855,2.9313
15,5051557.798,2084966.1,5051465.708,2084874.01,0.35158,4.3907,-2.6223,-0.28675,-3.8866,0.23176,-1.5863,-3.8259,-3.7815,1.3859
17,27429492.05,2084966.1,27429399.96,2084874.01,1.4905,1.9795,-0.58855,3.8254,-3.5617,0.6478,1.4041,-2.2685,-1.9879,-3.529
19,6417011.273,2084966.1,6416919.183,2084874.01,-2.1235,-3.3157,-0.44252,-4.974,-4.1292,-4.2094,0.46365,2.5144,3.0093,3.8039
22,4650449.533,1752512.84,4650357.443,1752420.75,-3.5803,-4.788,3.8707,0.97718,-4.762,4.7415,1.7677,0.70162,2.2559,-0.223
25,18450243.5,1752512.84,18450151.41,1752420.75,1.8174,0.085061,1.2904,0.68816,-3.9378,1.5284,0.42969,2.83,-2.77,-2.3144
28,10916013.61,1752512.84,10915921.52,1752420.75,-0.81692,-2.6089,-4.4347,-4.5265,3.0792,-3.3725,2.0019,-1.4911,4.4575,4.2319
31,7493469.616,1752512.84,7493377.526,1752420.75,1.8988,2.5234,4.5074,2.4641,2.9969,2.5866,4.0916,-0.0012055,-3.9044,3.5491
35,31751411.7,1752512.84,31751319.61,1752420.75,-1.7323,1.4461,2.9858,-1.1187,1.6443,2.7448,3.4432,4.8342,-4.4193,-3.5609
39,10413237.14,1752512.84,10413145.05,1752420.75,2.4416,-1.8731,2.877,2.1279,-1.0806,3.8245,-4.3388,-0.44261,3.1279,4.5844
44,876269.5952,876269.5952,876177.5052,876177.5052,2.2808,4.0043,3.8883,-1.4148,-3.463,-3.1495,2.449,1.8116,-0.71807,2.3152
50,5126790.552,876269.5952,5126698.462,876177.5052,0.46261,1.8515,-0.88271,-2.1238,3.0735,2.9808,-3.1733,-3.854,4.2934,2.589
56,3912405.801,876269.5952,3912313.711,876177.5052,3.2987,-1.5395,0.50431,-0.2481,-2.9712,-0.32896,4.2786,3.578,0.6645,-0.048687
63,4287622.309,876269.5952,4287530.219,876177.5052,4.3639,0.65714,-1.4393,-4.7245,-0.72763,4.137,-2.97,3.803,2.8329,0.30157
70,38156071.4,876269.5952,38155979.31,876177.5052,-2.3532,3.2449,4.5765,-2.5301,-1.4862,4.6728,-4.5087,2.8666,-2.6905,-4.6427
79,1235325.798,876269.5952,1235233.708,876177.5052,-0.70526,-1.5626,-0.28858,-4.6076,-1.8364,0.20502,-3.6559,3.0959,0.30746,2.641
89,7610232.373,876269.5952,7610140.283,876177.5052,0.35486,-4.736,0.40603,-3.9094,1.3549,3.6955,0.38212,-0.59958,3.1703,3.9415
100,2314472.17,876269.5952,2314380.08,876177.5052,0.91913,0.63882,3.9813,-4.116,-4.6236,3.5271,4.4025,-3.2145,-1.4364,2.2473
112,7627894.269,876269.5952,7627802.179,876177.5052,4.38,-1.5665,1.7075,4.307,2.5692,1.6623,-0.38885,-2.195,-2.5705,3.8771
125,2724756.416,876269.5952,2724664.326,876177.5052,0.71485,-4.7379,4.0173,4.2265,-4.2921,-3.1101,1.871,4.0439,3.3269,0.93407
141,5492603.671,876269.5952,5492511.581,876177.5052,2.8375,3.4838,-1.8072,-3.0713,3.4795,4.2645,-4.353,-1.9529,3.1459,3.5454
158,12910559.03,876269.5952,12910466.94,876177.5052,-4.2571,2.1544,4.2482,-0.58492,-1.6423,-4.3625,4.0664,-2.3893,-2.9991,4.8934
177,2614636.749,740875.2218,2614544.659,740783.1318,-1.5453,-2.5569,1.4305,4.4169,-4.3833,-0.81081,-1.4739,-4.7801,0.08777,2.7183
199,10059678.59,740875.2218,10059586.5,740783.1318,3.7891,2.0786,4.9522,3.0038,-3.3179,-0.20225,1.6156,3.8266,-1.6573,4.6784
223,12225596.9,152902.1993,12225504.81,152810.1093,2.1593,-2.0132,1.505,-3.0825,-4.4594,-0.24719,2.2052,2.6336,-3.6833,4.5935
251,6326672.246,152902.1993,6326580.156,152810.1093,1.7884,-2.677,-3.862,-1.1359,-0.91454,2.5015,3.8464,3.7492,-2.4043,3.7075
281,3404471.281,152902.1993,3404379.191,152810.1093,-2.7222,2.718,4.0979,1.8543,-4.4264,1.5712,3.8458,-3.2408,-1.2351,2.8626
316,27337144.53,152902.1993,27337052.44,152810.1093,2.1702,0.62176,4.6554,-1.2055,-2.0078,-0.14929,0.99816,3.7786,-2.2006,-3.5089
354,10674460.17,152902.1993,10674368.08,152810.1093,1.0581,2.3535,-3.5701,-3.236,-4.937,-0.65307,-4.9459,0.51751,3.4594,-1.3017
398,32392827.0,152902.1993,32392734.91,152810.1093,-2.4953,-3.8429,-2.5222,4.7506,1.2414,0.55711,4.363,-0.2236,2.2158,-4.2176
446,1492750.524,152902.1993,1492658.434,152810.1093,2.7379,0.38368,4.5916,2.8254,3.281,-0.93373,-2.9543,-1.8358,1.0655,0.70949
