evaluation,fitness,best_fitness,measured_fitness,best_measured_fitness,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
281,209.254515,142.1731121,-252.835485,-319.9168879,4.4654,1.8637,5.0,-1.0632,2.5103,0.26571,3.9632,3.112,2.5782,-1.0519
316,376.0808679,121.7219515,-86.00913211,-340.3680485,3.5452,2.3223,2.9993,-5.0,5.0,5.0,3.6467,3.0571,4.5883,0.51579
354,238.2673597,121.7219515,-223.8226403,-340.3680485,-0.055758,-0.45523,1.8102,-3.2016,4.2059,1.2922,2.6884,-0.3252,2.0213,-0.48343
398,248.4345048,116.8570106,-213.6554952,-345.2329894,-3.9144,0.17815,5.0,-3.1314,4.3267,-0.85442,2.8201,3.732,1.3076,0.54183
446,360.6330946,116.8570106,-101.4569054,-345.2329894,2.9622,-1.002,-2.0592,-0.084987,4.7115,1.4416,3.4292,3.9263,2.5371,2.6006
501,291.2223454,98.19563671,-170.8676546,-363.8943633,2.0791,1.2966,4.7169,-0.96156,3.945,-1.08,5.0,0.0,2.8469,1.3725
562,193.050178,98.19563671,-269.039822,-363.8943633,1.6565,2.0106,2.8192,2.4041,4.4631,1.4474,5.0,3.1769,1.2384,0.0034693
630,240.2852657,98.19563671,-221.8047343,-363.8943633,0.6554,0.50476,1.8953,-1.6802,3.8119,1.7315,1.4551,2.7779,-1.1256,1.6772
707,211.9792105,88.47568186,-250.1107895,-373.6143181,1.2582,1.1169,2.4846,0.50585,4.2513,3.6245,2.7383,2.2792,3.3004,1.0797
794,237.6449267,88.47568186,-224.4450733,-373.6143181,1.4022,2.7174,1.4854,-0.53485,0.91478,1.6523,-0.7464,3.8233,1.9125,-2.016
891,124.1767344,88.47568186,-337.9132656,-373.6143181,0.85759,0.66946,2.0734,2.0092,2.1079,1.6557,2.5264,2.5297,1.1678,-2.2625
1000,135.1085603,79.34358062,-326.9814397,-382.7464194,0.18656,1.623,-0.80775,0.75821,2.9286,2.1445,3.9865,2.522,1.3014,1.0906
1122,362.6556467,60.48299155,-99.43435332,-401.6070085,0.11199,3.2877,-2.2874,-1.1596,5.0,2.3207,3.3805,2.6186,5.0,-1.752
1258,116.705216,60.48299155,-345.384784,-401.6070085,-1.6407,0.36821,3.607,-0.59102,3.5601,1.7615,3.5894,2.5742,2.5012,-0.85247
1412,287.3453252,58.15413363,-174.7446748,-403.9358664,1.0386,2.8142,4.0629,-2.5473,2.449,2.5716,2.4184,2.8046,2.4042,2.476
1584,120.9260227,58.15413363,-341.1639773,-403.9358664,0.57082,1.8983,2.0797,2.9387,3.2369,1.791,2.6847,2.1805,2.4434,0.017881
1778,100.6443519,47.16549705,-361.4456481,-414.924503,0.87285,1.7437,2.8178,0.63345,3.3712,2.2786,2.3792,2.2162,2.3197,0.15586
1995,135.3979656,38.83655672,-326.6920344,-423.2534433,0.6129,3.9903,1.8178,0.30857,3.6516,2.2789,2.5391,2.2388,1.3301,1.445
2238,95.37853792,38.83655672,-366.7114621,-423.2534433,0.12657,2.4386,2.8462,0.0081433,2.766,2.2656,2.5748,2.2852,1.9713,0.29616
2511,123.193645,38.83655672,-338.896355,-423.2534433,0.41737,2.2414,1.2238,0.64025,3.0093,0.96605,2.6608,1.9821,0.96525,0.58208
2818,82.28865151,37.7899105,-379.8013485,-424.3000895,0.34687,3.464,2.9421,-0.0058017,3.0748,2.2173,2.3591,2.2764,2.2216,0.0072023
3162,187.8875409,37.7899105,-274.2024591,-424.3000895,0.58913,2.5853,3.7174,-3.8409,3.1868,2.179,3.3805,1.9277,2.9729,-0.71168
3548,126.4806724,28.05951033,-335.6093276,-434.0304897,0.10838,2.0417,2.5508,0.011791,3.4332,2.5673,3.3849,2.2601,1.9926,0.054357
3981,78.60619885,21.74985172,-383.4838011,-440.3401483,0.53947,2.302,2.0588,-2.2408,2.7382,2.1596,2.5581,2.6493,2.2964,0.082342
4466,21.33635745,15.14053831,-440.7536426,-446.9494617,0.64772,2.3406,3.7628,0.014966,2.8833,2.1622,2.5645,2.2348,2.191,0.054778
5011,49.46641964,14.16552614,-412.6235804,-447.9244739,0.65847,2.2568,2.0376,-0.048903,3.229,2.1078,2.5641,2.1943,2.2611,0.055738
5623,74.47978429,13.33667576,-387.6102157,-448.7533242,0.77719,2.0268,3.5934,-0.096344,2.5624,2.1581,2.4172,2.2345,2.5947,0.42999
6309,27.74003439,13.16667726,-434.3499656,-448.9233227,0.71626,2.3625,2.2398,-0.096111,2.8677,2.1692,2.5397,2.2079,2.1912,0.14428
7079,58.23772986,13.01233278,-403.8522701,-449.0776672,-1.2696,2.2964,2.0896,-0.14871,2.9811,2.5287,2.0957,2.285,2.1573,0.018479
7943,116.0961113,8.381556986,-345.9938887,-453.708443,1.0639,2.1625,3.7569,-0.2541,-0.16,2.2215,3.0777,2.12,1.6575,0.52081
8912,25.93658141,4.77973671,-436.1534186,-457.3102633,-0.94222,2.2575,2.2121,-0.013919,2.8677,2.1756,2.5806,2.2069,2.2261,0.059806
10000,4.117963592,4.057773837,-457.9720364,-458.0322262,-2.3211,2.3014,2.217,-0.0084571,2.8691,2.1779,2.5462,2.2038,2.2201,0.061474
11220,4.494111442,4.019269539,-457.5958886,-458.0707305,-2.3668,2.3343,2.2131,-0.015015,2.8674,2.1712,2.5526,2.2016,2.2291,0.062277
12589,25.39514647,3.982835499,-436.6948535,-458.1071645,-0.62302,2.3128,2.2035,-0.010987,2.8687,2.1746,2.5567,2.2086,2.2265,0.063835
14125,4.070316689,3.980182792,-458.0196833,-458.1098172,-2.3422,2.2997,2.2112,-0.012205,2.8695,2.1749,2.5468,2.2054,2.2319,0.060307
15848,47.75918014,3.979857848,-414.3308199,-458.1101422,0.73674,2.3412,2.2117,-0.15379,2.9071,2.5344,2.5515,2.2374,1.4978,0.026935
17782,3.979839804,3.979836717,-458.1101602,-458.1101633,-2.3408,2.3,2.2135,-0.012344,2.87,2.1752,2.5472,2.2051,2.2243,0.057611
19952,3.97984105,3.979836295,-458.110159,-458.1101637,-2.3408,2.3,2.2135,-0.012346,2.87,2.1752,2.5472,2.2051,2.2243,0.057593
22387,3.979836232,3.979836231,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012336,2.87,2.1752,2.5472,2.2051,2.2243,0.057599
25118,3.97983623,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012339,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
28183,3.979836229,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
31622,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
35481,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
39810,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
44668,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
50118,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
56234,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
63095,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
70794,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
79432,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
89125,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
100000,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
112201,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
125892,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
141253,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
149552,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
158489,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
177827,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
199526,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
223872,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
251188,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
281838,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
316227,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
354813,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
398107,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
446683,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
501187,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
562341,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
630957,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
707945,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
794328,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
891250,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
1000000,3.979836228,3.979836228,-458.1101638,-458.1101638,-2.3408,2.3,2.2136,-0.012338,2.87,2.1752,2.5472,2.2051,2.2243,0.0576
1,1188.130218,1188.130218,1265.790218,1265.790218,-1.3882,0.69365,4.8118,2.0278,-4.2851,1.4907,-1.5584,4.7795,-2.2503,0.22849
2,7491.713253,1188.130218,7569.373253,1265.790218,1.1847,-4.735,-4.6534,3.0762,-0.74234,-0.41664,-0.33572,-0.11025,4.1372,4.0807
3,8304.128746,1188.130218,8381.788746,1265.790218,1.2649,-0.49265,-0.96776,4.1572,-1.8598,2.3342,3.0921,-0.25284,-3.3224,4.6025
4,7953.645414,1188.130218,8031.305414,1265.790218,2.8993,1.8637,4.5096,1.8391,2.4143,3.4661,-0.26901,3.3743,2.0229,4.2607
5,1819.847443,1188.130218,1897.507443,1265.790218,1.4391,-0.99702,-4.47,2.5546,2.4471,-1.9567,-3.3188,-1.3639,-1.0149,1.7063
6,1138.160563,1138.160563,1215.820563,1215.820563,-2.8583,2.7651,-0.12271,4.25,-1.1713,3.7982,0.046508,-2.5214,1.7779,0.71203
7,8598.749992,1138.160563,8676.409992,1215.820563,3.1849,4.8751,-0.20673,-3.7912,-3.1043,4.4821,-4.7843,-4.0203,-2.2359,4.5472
8,242.1996029,242.1996029,319.8596029,319.8596029,4.1967,1.564,-1.4058,3.9908,-4.5393,-3.5121,-1.8447,0.69915,-2.629,-4.1809
10,612.3029736,242.1996029,689.9629736,319.8596029,-2.4537,-2.6844,4.4552,1.0823,-0.89075,4.9632,0.6159,-3.4035,-1.4825,-1.8955
11,2706.573051,242.1996029,2784.233051,319.8596029,0.21561,-1.4571,-3.6021,-1.8526,0.4091,-4.3875,-1.6521,4.1376,1.2935,2.1389
12,1068.222571,242.1996029,1145.882571,319.8596029,-0.77407,1.6803,-2.7296,-0.96904,1.571,1.087,0.43364,-2.3734,-0.60558,0.79929
14,686.6701319,242.1996029,764.3301319,319.8596029,-1.5444,-0.70204,-2.1659,-2.4897,0.8949,1.777,-0.5415,-1.9004,3.7836,-0.84854
15,671.1942607,242.1996029,748.8542607,319.8596029,-0.5058,2.4285,-3.7724,1.3982,-1.4099,-1.5574,3.928,2.9212,-2.9466,-0.28827
17,5375.578742,242.1996029,5453.238742,319.8596029,3.5561,-3.2233,-3.7373,-2.9302,-4.106,3.0122,-1.8438,-0.20878,-3.8762,3.2581
19,5179.165942,242.1996029,5256.825942,319.8596029,-3.3228,-4.789,-2.2033,-4.127,-0.60686,-3.084,-4.656,-2.7656,3.2345,3.1246
22,339.1650383,242.1996029,416.8250383,319.8596029,3.658,-4.7078,1.414,3.8815,0.71475,0.93547,-0.19654,-4.1081,1.9861,-3.7448
25,511.3679581,242.1996029,589.0279581,319.8596029,-1.9452,4.1215,2.1123,-3.7987,1.5107,2.594,-2.3204,-0.29166,-2.6611,-2.66
28,1134.551988,242.1996029,1212.211988,319.8596029,3.9685,-3.0429,0.74866,-4.7936,-3.7684,0.60734,2.3007,2.9777,-0.326,0.63265
31,1919.917466,242.1996029,1997.577466,319.8596029,-1.4065,-3.2029,4.9205,-3.0018,1.2036,2.0143,1.1301,4.9271,3.7815,1.0016
35,1915.216444,242.1996029,1992.876444,319.8596029,-3.6115,4.4377,-4.3519,3.8287,3.8579,-1.5841,-3.9541,2.9838,-2.7383,1.3815
39,7599.735441,242.1996029,7677.395441,319.8596029,-0.16437,4.2892,-4.9659,-2.7439,-2.9484,-3.8395,-1.9526,-1.6464,-4.4175,4.1203
44,462.7053503,242.1996029,540.3653503,319.8596029,-0.10707,-0.11326,4.0954,2.7183,-2.5857,2.9818,1.9075,-0.16647,-1.1921,-0.73934
50,545.080624,242.1996029,622.740624,319.8596029,2.5463,-3.5561,-0.54483,2.9516,-1.072,1.5118,-1.2824,-2.2535,-5.0,-0.93668
56,325.1573305,242.1996029,402.8173305,319.8596029,0.55267,4.9822,-4.0667,-0.40892,-1.7199,0.44578,-3.1776,2.5393,1.0813,-4.5128
63,669.4730578,242.1996029,747.1330578,319.8596029,2.1081,0.38803,-1.4707,4.9302,-3.243,-3.0077,0.2642,2.9223,-3.3671,-0.15427
70,9147.384306,208.5569233,9225.044306,286.2169233,3.4417,-1.6228,-2.6293,1.1377,-2.2278,-0.97057,-4.762,-0.32948,-3.934,5.0
79,673.4110115,208.5569233,751.0710115,286.2169233,3.1664,2.0876,-5.0,2.1631,-0.39309,-5.0,-1.5342,-2.1086,-5.0,-0.87973
89,210.0425158,208.5569233,287.7025158,286.2169233,5.0,2.8005,-4.7345,3.8668,-3.5259,-3.1431,1.3337,-1.9014,0.10278,-3.6562
100,460.5124325,208.5569233,538.1724325,286.2169233,5.0,2.1525,5.0,-2.6823,-5.0,2.6014,-2.9846,-0.42345,1.4981,-5.0
112,502.1717857,198.8631654,579.8317857,276.5231654,2.1562,1.796,-5.0,2.8776,-5.0,-3.3517,0.0,-5.0,-4.9914,-3.3806
125,489.2359599,160.2092183,566.8959599,237.8692183,4.7945,0.0,1.8456,3.1184,-4.1091,-1.6703,0.37546,-2.5447,3.9891,-4.8994
141,187.9926845,160.2092183,265.6526845,237.8692183,4.3387,-1.152,-0.94592,2.8958,-4.9681,1.5555,-1.1694,1.8706,-0.59955,-3.9872
158,179.8180228,148.7320514,257.4780228,226.3920514,2.8526,-0.47352,-0.74917,4.9812,-4.6155,-3.2951,0.0,0.29547,0.21001,-4.3103
177,230.4184663,148.7320514,308.0784663,226.3920514,0.0,-4.3392,-2.2869,5.0,-4.1649,1.1531,-1.0364,2.5722,0.66258,-4.9372
199,173.775436,136.8813542,251.435436,214.5413542,5.0,-1.2716,3.8938,4.7008,-2.2543,-1.5913,-1.2184,0.076283,-0.51463,-4.5374
223,155.4591646,136.8813542,233.1191646,214.5413542,5.0,-4.4499,-2.1035,4.644,-3.1055,-0.47752,-2.8806,-0.83313,0.23036,-3.9554
251,143.9297362,103.6610189,221.5897362,181.3210189,2.9701,0.0,-3.8045,3.3737,-2.0224,0.003158,1.2124,-1.5644,-0.093373,-2.9361
281,264.0484252,103.6610189,341.7084252,181.3210189,1.5946,-0.11889,0.49475,4.4373,-2.0512,-1.6773,-2.9328,2.7588,-0.14832,-4.314
316,319.9503958,103.6610189,397.6103958,181.3210189,-3.7745,1.7907,-1.7707,4.4282,-1.3249,-2.1451,-2.2245,-5.0,0.22258,-4.5179
354,133.4058486,103.6610189,211.0658486,181.3210189,3.1235,-0.051889,-0.54301,4.6387,0.093067,-0.37347,-1.1977,-0.33477,-1.1047,-4.7439
398,172.3057296,103.6610189,249.9657296,181.3210189,3.0336,-1.1428,-1.8096,4.9262,-2.4815,0.39904,-0.50038,0.61287,2.2114,-4.4317
446,213.3517249,103.6610189,291.0117249,181.3210189,0.90062,2.3855,0.40176,3.4771,-0.049946,-0.51064,-2.8105,1.9229,-0.26634,-4.7682
501,245.4016564,101.8347497,323.0616564,179.4947497,3.2473,-1.0976,-2.1573,4.7706,-2.4461,0.74442,0.31844,-0.2052,3.2539,-5.0
562,120.9258928,88.06050545,198.5858928,165.7205055,2.1588,-3.6289,-5.0,4.7961,-1.0102,-0.63035,-0.01562,0.10221,0.44992,-4.8333
630,152.9219265,83.30544059,230.5819265,160.9654406,4.3768,0.62307,-2.71,4.7208,-4.9159,1.779,0.09357,-0.46155,-1.2274,-3.914
707,195.5881511,82.62355523,273.2481511,160.2835552,5.0,-0.34821,-5.0,4.2265,-2.0665,0.75187,-0.87089,0.80631,-0.023242,-4.2445
794,143.528425,82.62355523,221.188425,160.2835552,2.6233,-4.5049,-1.6652,4.4132,-2.13,-1.5558,0.2464,1.2983,-0.17412,-3.9812
891,596.3366187,82.62355523,673.9966187,160.2835552,4.6926,1.7999,-2.8976,4.5865,-1.529,0.83543,-1.2564,5.0,-0.99946,-4.6402
1000,132.5275783,82.62355523,210.1875783,160.2835552,3.4455,2.233,-2.1701,4.5958,-1.7291,0.46425,1.1246,1.7766,-1.6457,-4.7643
1122,138.291928,74.39714187,215.951928,152.0571419,4.5063,-1.7707,-3.2122,5.0,-1.2031,-2.5539,-0.70133,0.18118,-0.78385,-4.1923
1258,136.4385534,74.39714187,214.0985534,152.0571419,3.2833,-5.0,-4.4195,4.3103,-1.97,-0.12535,-0.81022,0.60339,-0.65342,-3.8257
1412,92.44635622,74.39714187,170.1063562,152.0571419,4.2325,-0.88705,-2.2666,4.8545,-1.8932,1.0811,1.0826,0.90183,-0.4192,-3.8108
1584,156.2886297,74.39714187,233.9486297,152.0571419,3.4749,0.48158,-3.2018,4.5971,-1.0565,-0.78437,2.5737,-0.69465,-0.083923,-4.1937
1778,157.4873772,74.39714187,235.1473772,152.0571419,2.8115,-1.656,0.66167,4.8745,-1.8693,-1.2412,-1.5967,-0.097823,-0.69079,-4.4577
1995,153.5776998,67.29956562,231.2376998,144.9595656,4.6708,-0.93081,-2.506,4.3701,-1.6202,0.20608,-0.66617,0.92376,-0.34676,-3.3459
2238,167.247752,67.29956562,244.907752,144.9595656,2.7741,-1.4506,-2.4385,4.67,-1.5055,-2.4107,-0.70188,0.34544,-0.13518,-4.6601
2511,198.0322976,67.29956562,275.6922976,144.9595656,4.8196,-4.1026,-2.6088,4.8279,-1.961,-0.066685,-1.7637,-2.421,-1.2573,-4.053
2818,193.1461447,64.42481308,270.8061447,142.0848131,3.8533,-2.882,-1.3171,3.6227,-2.3361,-1.3733,-1.3349,-2.5653,-0.67353,-4.1099
3162,91.1061229,59.28187641,168.7661229,136.9418764,4.2972,-0.84893,-2.7011,4.9272,-1.7149,-0.69483,-0.6719,0.78127,-0.63855,-4.1116
3548,83.63530394,57.03628163,161.2953039,134.6962816,4.643,-0.89361,-2.7129,2.7363,-1.6906,-0.94233,-0.71515,0.65285,-0.62609,-3.7896
3981,92.27875116,50.44805447,169.9387512,128.1080545,4.3509,-0.85041,-1.4033,2.6915,-2.296,-2.3876,-1.1061,0.050816,-0.64073,-4.4856
4466,89.78492969,44.03898344,167.4449297,121.6989834,3.4611,-2.5236,-2.1973,4.8149,-3.5893,0.11904,-0.86327,1.013,-0.52967,-4.2017
5011,109.6822893,33.46514288,187.3422893,111.1251429,4.468,-0.91558,-0.53149,3.8559,-1.8445,-3.275,-0.74396,0.80953,-0.74331,-4.1197
